symA,symB,S_cos,S_dot,S_wdot,same_group,same_period
Be,Sc,-2.844536590287e-01,-9.637719560029e+00,2.103909112619e+01,0,0
Be,Ti,-2.692800540326e-01,-1.269658992843e+01,-1.535472921459e+01,0,0
Be,V,-2.942424690828e-01,-1.365271838615e+01,-3.360521239209e+01,0,0
Be,Cr,1.629528013879e-01,8.417960005642e+00,3.577763288517e+01,0,0
Be,Mn,-1.702657857648e-01,-7.669310018998e+00,1.576762595894e+01,0,0
Be,Fe,-8.682468347384e-02,-7.835516169911e+00,2.737591376294e+01,0,0
Be,Co,-3.994553462986e-01,-3.030830081236e+01,-4.277459846554e+02,0,0
Be,Ni,-3.193472192574e-01,-9.806862001407e+00,5.048714327168e-01,0,0
Be,Cu,-1.331706057779e-02,-3.566947526175e-01,1.687631337139e+02,0,0
Be,Zn,4.860335213268e-01,1.991677499459e+01,3.219524385920e+02,0,0
Be,Ga,2.322105747633e-01,5.867348073336e+00,1.149134083870e+02,0,0
Be,Ge,-1.309031155455e-01,-4.868153441518e+00,9.894962765251e+01,0,0
Be,As,-7.569072893811e-02,-1.944561471401e+00,1.320660646442e+02,0,0
Be,Se,-4.429778379819e-02,-1.309638164891e+00,1.916819757018e+02,0,0
Be,Br,9.797554865750e-02,4.661521520785e+00,2.723583376563e+02,0,0
Be,Kr,6.493045168153e-01,6.624293041213e+01,4.909433414488e+02,0,0
Be,Rb,-2.479802130825e-01,-8.045830107086e+00,-1.329886123907e+01,0,0
Be,Sr,-3.515551205819e-01,-1.042695436767e+01,3.757975393388e+01,1,0
Be,Y,-9.947273827892e-02,-2.165859286174e+01,-7.837296028614e+01,0,0
Be,Zr,-4.038646859370e-01,-1.671486787539e+01,-1.087128196611e+02,0,0
Be,Nb,-3.981229754470e-01,-3.025744875715e+01,-4.256762159343e+02,0,0
Be,Mo,-7.799471494046e-02,-1.837596435298e+01,-9.283046010452e+01,0,0
Be,Tc,-3.771656500744e-01,-1.336642720079e+01,-7.087005140219e+01,0,0
Be,Ru,-3.735551793545e-01,-1.366274896953e+01,-6.891367195730e+01,0,0
Be,Rh,-3.452772536540e-01,-1.364349978406e+01,-5.475320663562e+01,0,0
Be,Pd,-3.979954797669e-01,-3.028361654519e+01,-4.274523781852e+02,0,0
Be,Ag,-2.515794860529e-02,-6.804845671507e-01,1.690026422720e+02,0,0
Be,Cd,3.966412102394e-01,1.051950392885e+01,2.329858937051e+02,0,0
Be,In,-3.143479400589e-01,-1.020361015558e+01,3.733107154095e+01,0,0
Be,Sn,-2.333759798078e-01,-6.033866467113e+00,9.569784848080e+01,0,0
Be,Sb,-2.049617547057e-01,-5.731140071518e+00,1.079719031360e+02,0,0
Be,Te,-1.412309024614e-01,-3.945908669538e+00,1.559898142935e+02,0,0
Be,I,1.150828918296e-01,3.456416212127e+00,2.489108222144e+02,0,0
Be,Xe,4.241340929127e-01,2.736468870058e+01,3.920749683006e+02,0,0
Be,Cs,-3.497308211829e-01,-1.167828917005e+01,-1.722716505793e+01,0,0
Be,Ba,-3.480780752996e-01,-1.595261130147e+01,-2.073542065848e+01,1,0
Be,La,-4.311540615114e-01,-1.677827056348e+01,-1.081026970578e+02,0,0
Be,Ce,-3.492755120774e-01,-2.092303100579e+01,-2.114800210345e+02,0,0
Be,Pr,-4.722155379451e-01,-2.149816298220e+01,-1.773413133326e+02,0,0
Be,Nd,-4.069557182765e-01,-2.048150052936e+01,-1.813857975301e+02,0,0
Be,Pm,-4.515031359826e-01,-1.999858186888e+01,-1.510427102399e+02,0,0
Be,Sm,-4.331875184829e-01,-1.907568667403e+01,-1.456643180239e+02,0,0
Be,Eu,-3.120948920804e-01,-1.491738988007e+01,-7.497717915518e+01,0,0
Be,Gd,-3.841441194457e-01,-1.705349036250e+01,-1.321640721851e+02,0,0
Be,Tb,-4.188790916043e-01,-1.978476331355e+01,-1.671879918055e+02,0,0
Be,Dy,-3.417208672828e-01,-1.737468523880e+01,-1.352731517035e+02,0,0
Be,Ho,-4.601417926339e-01,-1.894832949634e+01,-1.262866314953e+02,0,0
Be,Er,-3.427598735734e-01,-1.688183990162e+01,-1.245441663501e+02,0,0
Be,Tm,-2.784129019863e-01,-1.420693485557e+01,-9.276538419128e+01,0,0
Be,Yb,-3.541955520025e-01,-1.050960487240e+01,-7.990351561202e+00,0,0
Be,Lu,-4.075339020772e-01,-1.510547215513e+01,-4.994267511510e+01,0,0
Be,Hf,-1.743483357724e-01,-1.527263235167e+01,-4.451570067217e+01,0,0
Be,Ta,-3.798115651012e-01,-1.421955704611e+01,-8.200814496403e+01,0,0
Be,W,-1.385347547605e-01,-1.215366161621e+01,-2.496211795919e+01,0,0
Be,Re,-3.601046363511e-01,-1.148854833734e+01,-2.615673476832e+01,0,0
Be,Os,-3.346582499193e-01,-1.160982624913e+01,-4.330851947136e+01,0,0
Be,Ir,-3.065559054427e-01,-1.010422400968e+01,-2.453940860976e+01,0,0
Be,Pt,-2.392691509276e-01,-6.718913908335e+00,5.176572801134e+01,0,0
Be,Au,-1.830466610641e-01,-5.580754242868e+00,6.611845825067e+01,0,0
Be,Hg,2.793671922509e-01,1.059273165477e+01,2.990995036056e+02,0,0
Be,Tl,-2.800391826406e-01,-8.956297771707e+00,3.370960200059e+01,0,0
Be,Pb,-2.647577614179e-01,-7.205162104405e+00,1.142149020416e+02,0,0
Be,Bi,-6.133405521684e-02,-8.469001672315e+00,6.478189234395e+01,0,0
Be,Po,-2.495552068940e-01,-8.783879644674e+00,4.351740588504e+01,0,0
Be,At,-1.012596860988e-01,-1.274302635075e+01,-3.253200722663e+02,0,0
Be,Rn,-1.550003449550e-03,-6.700237801164e-02,2.107297872803e+02,0,0
Be,Fr,-1.352342960432e-01,-2.037286227187e+01,-7.886478601840e+01,0,0
Be,Ra,-4.667200550286e-01,-1.575141965268e+01,-1.326067298459e+01,1,0
Be,Ac,-4.242023809765e-01,-1.904036374959e+01,-9.228296759357e+01,0,0
Be,Th,-1.389630739278e-01,-1.631731360759e+01,-8.060193463064e+01,0,0
Be,Pa,-2.698396032643e-01,-1.812094479791e+01,-4.934387069934e+02,0,0
Be,U,-2.548439121778e-01,-1.714955140208e+01,-4.684594369259e+02,0,0
Be,Np,-2.562615738777e-01,-1.721447581804e+01,-4.897621052771e+02,0,0
Be,Pu,-2.631540535388e-01,-1.767860718992e+01,-4.882154936136e+02,0,0
Be,Am,-2.634178857378e-01,-1.845984911885e+01,-5.451623771067e+02,0,0
Be,Cm,-2.607281376018e-01,-1.759910670642e+01,-4.794407111999e+02,0,0
Be,Bk,-2.554113153712e-01,-1.716776274868e+01,-4.724418626625e+02,0,0
Be,Cf,-2.549220525323e-01,-1.756100762574e+01,-5.212042887232e+02,0,0
Be,Es,-2.458271877054e-01,-1.809027646871e+01,-5.638202185110e+02,0,0
Be,Fm,-1.903638483673e-01,-1.987352442828e+01,-5.074172300482e+02,0,0
Be,Md,-1.882244028282e-01,-1.965506654883e+01,-5.044545784863e+02,0,0
Be,No,-1.871703803381e-01,-1.954771010522e+01,-5.029986468616e+02,0,0
Be,Lr,-2.267566763085e-01,-2.374178930794e+01,-5.598773244909e+02,0,0
Be,Rf,-2.019003778329e-01,-2.106568028470e+01,-5.235848428575e+02,0,0
Be,Db,-1.823821641865e-01,-1.906210944747e+01,-4.964130956754e+02,0,0
Be,Sg,-1.573431324317e-01,-1.656544796806e+01,-4.625542206821e+02,0,0
Be,Bh,-1.605026061026e-01,-1.687753065299e+01,-4.667865800563e+02,0,0
Be,Hs,-1.636554274435e-01,-1.718961333792e+01,-4.710189394304e+02,0,0
B,C,1.146926022294e-02,2.977846430949e+00,2.572963759007e+02,0,1
B,N,2.036676386839e-01,1.183028343439e+01,2.801150609788e+02,0,1
B,O,2.026213710567e-01,1.487749433572e+01,3.104444306442e+02,0,1
B,F,2.029047139877e-01,2.489339964642e+01,3.441634739032e+02,0,1
B,Ne,2.805040061975e-01,3.760674937085e+01,4.559991016771e+02,0,1
B,Na,5.428419450815e-01,9.170713653807e+01,6.284826532252e+02,0,0
B,Mg,7.795582647121e-01,7.008691959404e+01,4.121806123793e+02,0,0
B,Al,2.562494362446e-02,7.423431218947e-01,1.986304561866e+02,1,0
B,Si,-4.085456962274e-02,-1.341854458692e+00,1.077745798236e+02,0,0
B,P,1.246356855111e-02,3.610922137945e-01,2.118078482650e+02,0,0
B,S,1.199987812295e-01,4.807695412179e+00,2.734268892850e+02,0,0
B,Cl,1.906350304914e-01,9.575164257871e+00,3.107070512103e+02,0,0
B,Ar,1.253166009975e-01,1.314254392518e+01,2.398876071207e+02,0,0
B,K,8.597034275195e-02,1.887368275749e+01,2.218338525861e+02,0,0
B,Ca,3.474571381922e-01,1.762934830382e+01,3.630474984127e+01,0,0
B,Sc,-2.103860925053e-01,-7.418526099256e+00,6.872241792847e+01,0,0
B,Ti,-2.023194180594e-01,-9.927921064089e+00,3.864739292401e+01,0,0
B,V,-2.123226978964e-01,-1.025293114721e+01,2.464837883284e+01,0,0
B,Cr,3.192935247302e-01,1.716615300744e+01,4.947996289004e+01,0,0
B,Mn,-2.086099891882e-01,-9.779166677434e+00,-3.666870005806e+01,0,0
B,Fe,-9.368390629424e-02,-8.798876752379e+00,7.935335963396e+00,0,0
B,Co,-3.085762218415e-01,-2.436652791467e+01,-3.347791290546e+02,0,0
B,Ni,-2.354861702544e-01,-7.526103266557e+00,2.328060913238e+01,0,0
B,Cu,-6.347469770413e-02,-1.769403277452e+00,1.883267929884e+02,0,0
B,Zn,3.203813660963e-01,1.366337171944e+01,2.645838229238e+02,0,0
B,Ga,3.411833564478e-01,8.971923004746e+00,1.620940702829e+02,1,0
B,Ge,-1.570558880679e-01,-6.078638820553e+00,8.289226973768e+01,0,0
B,As,-7.027809698173e-02,-1.879043451171e+00,1.368120163150e+02,0,0
B,Se,-3.132234012719e-02,-9.637432863469e-01,2.261767812214e+02,0,0
B,Br,3.834451779025e-02,1.898677093834e+00,2.643804335059e+02,0,0
B,Kr,7.011521460142e-01,7.444597478369e+01,3.026890371420e+02,0,0
B,Rb,9.658613986885e-03,3.261418119132e-01,8.070380630197e+01,0,0
B,Sr,-3.218649625848e-01,-9.935176548193e+00,6.840186030457e+01,0,0
B,Y,-7.214026785944e-02,-1.634713901023e+01,3.406174566543e+01,0,0
B,Zr,-2.728784877268e-01,-1.175368936365e+01,-4.416635166942e+01,0,0
B,Nb,-3.078723534624e-01,-2.435138112207e+01,-3.329332207640e+02,0,0
B,Mo,-6.917101493452e-02,-1.696082423799e+01,-9.361121598900e+01,0,0
B,Tc,-2.601017065172e-01,-9.593216527443e+00,-2.756132383465e+01,0,0
B,Ru,-2.631978378087e-01,-1.001851804788e+01,-2.839071077932e+01,0,0
B,Rh,-2.252315965930e-01,-9.262430795549e+00,6.764637010394e+00,0,0
B,Pd,-3.074854721745e-01,-2.434961177318e+01,-3.351174466304e+02,0,0
B,Ag,-1.057498355494e-01,-2.976874982625e+00,1.826823447227e+02,0,0
B,Cd,2.282099025257e-01,6.298973077007e+00,2.233819823675e+02,0,0
B,In,-1.423629321446e-01,-4.809257200850e+00,1.301421790738e+02,1,0
B,Sn,-1.323818554076e-01,-3.562097849147e+00,1.486213304799e+02,0,0
B,Sb,-1.660281582581e-01,-4.831564524267e+00,1.344131431828e+02,0,0
B,Te,-9.791996421291e-02,-2.847255115318e+00,2.075837198595e+02,0,0
B,I,7.059431401483e-02,2.206596020098e+00,2.566112546349e+02,0,0
B,Xe,2.217883857256e-01,1.489237520403e+01,2.520447721939e+02,0,0
B,Cs,-1.473705276924e-01,-5.121460137380e+00,7.200295791774e+01,0,0
B,Ba,-2.907969078373e-01,-1.387020052178e+01,3.276562985878e+01,0,0
B,La,-2.999074049948e-01,-1.214618081450e+01,-5.777477184360e+01,0,0
B,Ce,-2.722791991836e-01,-1.697496025921e+01,-2.283765355246e+02,0,0
B,Pr,-3.309332061454e-01,-1.567975475883e+01,-1.214181384433e+02,0,0
B,Nd,-3.108245343152e-01,-1.628050036730e+01,-1.723145169702e+02,0,0
B,Pm,-3.104220781094e-01,-1.430964540788e+01,-9.468842332219e+01,0,0
B,Sm,-3.123138182302e-01,-1.431308619105e+01,-1.106288224573e+02,0,0
B,Eu,-2.822584672449e-01,-1.404077240321e+01,-9.075745194002e+01,0,0
B,Gd,-2.925936720241e-01,-1.351829318327e+01,-1.203713870364e+02,0,0
B,Tb,-3.045261580741e-01,-1.496940782938e+01,-1.412910278699e+02,0,0
B,Dy,-2.873592486572e-01,-1.520577171710e+01,-1.478200871025e+02,0,0
B,Ho,-3.211929661497e-01,-1.376521867838e+01,-5.701595488405e+01,0,0
B,Er,-2.884046068851e-01,-1.478324715563e+01,-1.338396185623e+02,0,0
B,Tm,-2.469153821614e-01,-1.311284776017e+01,-1.165375953718e+02,0,0
B,Yb,-3.058772584136e-01,-9.445573139021e+00,-1.022765299080e+01,0,0
B,Lu,-2.930894336326e-01,-1.130598915478e+01,-2.764945543262e-01,0,0
B,Hf,-1.529250691401e-01,-1.394159998499e+01,2.232751407162e+01,0,0
B,Ta,-2.623409562494e-01,-1.022166918868e+01,-3.596760964999e+01,0,0
B,W,-1.398751424750e-01,-1.277105523351e+01,5.405735867536e+00,0,0
B,Re,-2.881330827830e-01,-9.566815748169e+00,-8.441815466116e+00,0,0
B,Os,-2.337963224124e-01,-8.441112746429e+00,-1.342986293609e+01,0,0
B,Ir,-2.119855854678e-01,-7.271725077433e+00,3.213578471236e+00,0,0
B,Pt,-1.671533721813e-01,-4.885008812109e+00,8.488127956503e+01,0,0
B,Au,-1.339216343065e-01,-4.249322259826e+00,9.566427073107e+01,0,0
B,Hg,9.437379016763e-02,3.724104043058e+00,2.384243852144e+02,0,0
B,Tl,-1.169757748735e-01,-3.893529724385e+00,1.043207697040e+02,1,0
B,Pb,-1.666001290141e-01,-4.718546401578e+00,1.824446820746e+02,0,0
B,Bi,-4.192403371008e-02,-6.024644722089e+00,1.463114891588e+02,0,0
B,Po,-1.625906302834e-01,-5.955978157971e+00,8.831723895865e+01,0,0
B,At,-1.027470989511e-01,-1.345685007566e+01,-4.835542816560e+02,0,0
B,Rn,-1.429326832047e-01,-6.430236401203e+00,1.178282362905e+02,0,0
B,Fr,-1.040868583277e-01,-1.631920304196e+01,-1.347205981376e+01,0,0
B,Ra,-3.258443815054e-01,-1.144488194297e+01,9.615261698163e+01,0,0
B,Ac,-2.668725897462e-01,-1.246648303112e+01,3.244367390986e+01,0,0
B,Th,-1.189580851482e-01,-1.453720965729e+01,-5.818044882929e+01,0,0
B,Pa,-2.634388543466e-01,-1.841165454789e+01,-4.754796522742e+02,0,0
B,U,-2.523254254533e-01,-1.767166036038e+01,-4.449430867237e+02,0,0
B,Np,-2.590850519481e-01,-1.811300519587e+01,-4.904767401022e+02,0,0
B,Pu,-2.606992097060e-01,-1.822701443947e+01,-4.773787718736e+02,0,0
B,Am,-2.682400969441e-01,-1.956340409862e+01,-5.826905036413e+02,0,0
B,Cm,-2.568958553394e-01,-1.804669425541e+01,-4.615796755991e+02,0,0
B,Bk,-2.537954652333e-01,-1.775396127050e+01,-4.536072038433e+02,0,0
B,Cf,-2.626092867105e-01,-1.882738250450e+01,-5.504384258905e+02,0,0
B,Es,-2.577701809183e-01,-1.974175730861e+01,-6.241392524191e+02,0,0
B,Fm,-1.845808839682e-01,-2.005464504632e+01,-4.580414760977e+02,0,0
B,Md,-1.834332069261e-01,-1.993491510408e+01,-4.566415826967e+02,0,0
B,No,-1.828664564364e-01,-1.987607638960e+01,-4.559536350826e+02,0,0
B,Lr,-2.035011859063e-01,-2.217472023784e+01,-4.828295885339e+02,0,0
B,Rf,-1.907052086686e-01,-2.070802844540e+01,-4.656808943717e+02,0,0
B,Db,-1.802808899652e-01,-1.960993383228e+01,-4.528418720369e+02,0,0
B,Sg,-1.664828475205e-01,-1.824159163525e+01,-4.368430903113e+02,0,0
B,Bh,-1.682485275815e-01,-1.841263440988e+01,-4.388429380270e+02,0,0
B,Hs,-1.700035994499e-01,-1.858367718451e+01,-4.408427857427e+02,0,0
C,N,5.260677774302e-02,3.655222571654e+00,3.280614262245e+02,0,1
C,O,9.401605347773e-02,8.257442624346e+00,4.396561338853e+02,0,1
C,F,2.026684537509e-01,2.974248373172e+01,5.298866759011e+02,0,1
C,Ne,5.329071918044e-02,8.546283845055e+00,5.385439305460e+02,0,1
C,Na,5.453395260706e-02,1.102035832462e+01,2.949042620476e+02,0,0
C,Mg,7.071308176054e-03,7.604788868000e-01,2.218574248497e+02,0,0
C,Al,-6.537691149393e-02,-2.265505779426e+00,1.356170337906e+02,0,0
C,Si,8.147667088553e-03,3.201083872414e-01,2.255739181421e+02,1,0
C,P,-1.670667332781e-02,-5.789815198769e-01,2.230213410257e+02,0,0
C,S,7.276755803783e-02,3.487361071601e+00,3.255745111985e+02,0,0
C,Cl,7.917704729723e-02,4.757095066614e+00,3.630645827127e+02,0,0
C,Ar,1.079304623165e-01,1.353985058215e+01,4.330817263981e+02,0,0
C,K,-2.134233159579e-02,-5.604654685294e+00,9.956573857335e+01,0,0
C,Ca,-2.431431496243e-02,-1.475693152787e+00,2.106556150222e+02,0,0
C,Sc,-4.124470767675e-02,-1.739673849668e+00,1.545862929864e+02,0,0
C,Ti,-2.408064262858e-02,-1.413474002015e+00,1.727620619505e+02,0,0
C,V,-1.144558666766e-02,-6.611327626286e-01,1.582841580168e+02,0,0
C,Cr,1.747834552983e-03,1.124041103963e-01,2.336019624290e+02,0,0
C,Mn,-7.533509237715e-02,-4.224380964815e+00,7.094865372694e+01,0,0
C,Fe,3.799910579506e-02,4.269083254219e+00,3.273891087071e+02,0,0
C,Co,-1.409095581128e-01,-1.330977301117e+01,-4.834274319797e+02,0,0
C,Ni,-1.165430955294e-01,-4.455437128636e+00,4.455591114049e+00,0,0
C,Cu,-1.851919768877e-03,-6.175147816813e-02,2.258558834898e+02,0,0
C,Zn,2.792761780424e-02,1.424700351139e+00,2.598267607788e+02,0,0
C,Ga,-6.726939358039e-02,-2.115992954232e+00,1.098317631535e+02,0,0
C,Ge,2.248799016412e-01,1.041122334434e+01,3.058415799506e+02,1,0
C,As,-9.533277623054e-02,-3.049004564091e+00,5.312659562245e+01,0,0
C,Se,-1.257149143497e-02,-4.626930459789e-01,1.843965395681e+02,0,0
C,Br,2.851310430535e-01,1.688851007489e+01,3.658443246730e+02,0,0
C,Kr,3.063295519058e-02,3.890602423276e+00,3.849622876831e+02,0,0
C,Rb,-1.091288823132e-01,-4.407886278602e+00,5.564544430998e+01,0,0
C,Sr,-1.148761282534e-01,-4.241609467734e+00,1.056541933251e+02,0,0
C,Y,6.252495113583e-03,1.694791863171e+00,7.344773872863e+01,0,0
C,Zr,-1.374770217454e-01,-7.083273779635e+00,-9.140154787104e+01,0,0
C,Nb,-1.389091161030e-01,-1.314264139904e+01,-4.800598037339e+02,0,0
C,Mo,5.416093732750e-02,1.588575943172e+01,1.013571507626e+02,0,0
C,Tc,-1.383572213332e-01,-6.104103387809e+00,-6.015312942645e+01,0,0
C,Ru,-1.332386125984e-01,-6.066668626049e+00,-5.069097689931e+01,0,0
C,Rh,-1.376720928672e-01,-6.772368473746e+00,-9.027417111760e+01,0,0
C,Pd,-1.413213424706e-01,-1.338672057332e+01,-4.853095438203e+02,0,0
C,Ag,2.493288301373e-02,8.395612761533e-01,1.226374843800e+02,0,0
C,Cd,-8.053922545537e-02,-2.659143162155e+00,1.252518440469e+02,0,0
C,In,5.089530533488e-02,2.056637772641e+00,8.964990864489e+01,0,0
C,Sn,-7.238758873729e-02,-2.329917245152e+00,1.199301736347e+02,1,0
C,Sb,2.172085215547e-01,7.561046293572e+00,1.377382234521e+02,0,0
C,Te,-4.951651527818e-02,-1.722281804914e+00,1.378036003166e+02,0,0
C,I,3.510517271810e-02,1.312572274172e+00,2.542522475365e+02,0,0
C,Xe,8.347422778559e-02,6.704657290095e+00,3.442178749427e+02,0,0
C,Cs,-1.584886270679e-01,-6.588404656991e+00,1.139563744246e+01,0,0
C,Ba,6.749973099316e-02,3.851181632525e+00,1.245824026788e+02,0,0
C,La,-1.389926989796e-01,-6.733541563705e+00,-6.634293495989e+01,0,0
C,Ce,-8.105062256611e-02,-6.044350785207e+00,3.815214588293e+01,0,0
C,Pr,-1.391972713541e-01,-7.889121505742e+00,-9.287734534042e+01,0,0
C,Nd,-1.057442236385e-01,-6.625339138155e+00,-6.081201203388e+00,0,0
C,Pm,-1.432145206164e-01,-7.897003451547e+00,-1.474595196956e+02,0,0
C,Sm,-1.248763932980e-01,-6.845756344584e+00,-5.701439522391e+01,0,0
C,Eu,-1.004979739342e-01,-5.979988257535e+00,1.362531458297e+01,0,0
C,Gd,-1.043298710622e-01,-5.765866816053e+00,-1.899249880190e+00,0,0
C,Tb,-1.154495404668e-01,-6.788459475596e+00,-3.379199637279e+01,0,0
C,Dy,-9.420759246831e-02,-5.963046500848e+00,2.118665397531e+01,0,0
C,Ho,-1.518927979495e-01,-7.786696995398e+00,-1.089782229079e+02,0,0
C,Er,-9.841130914163e-02,-6.034088250908e+00,1.266786801122e+01,0,0
C,Tm,5.847953832864e-02,3.714940073049e+00,7.061267253356e+01,0,0
C,Yb,-1.700640091757e-01,-6.281922055379e+00,-4.769089043975e+01,0,0
C,Lu,-1.354170731917e-01,-6.248572741722e+00,-6.274253435742e+01,0,0
C,Hf,-8.032818482931e-02,-8.759935120345e+00,4.399491172423e+01,0,0
C,Ta,-1.368396762666e-01,-6.377739352040e+00,-7.152971041043e+01,0,0
C,W,-6.799577474847e-02,-7.426209072020e+00,1.066470425815e+02,0,0
C,Re,-1.460478000890e-01,-5.800538418511e+00,-3.347430209323e+01,0,0
C,Os,-1.354365669111e-01,-5.849206666459e+00,-5.285945652666e+01,0,0
C,Ir,-1.375826708025e-01,-5.645388837002e+00,-5.181274120039e+01,0,0
C,Pt,-9.546782055819e-02,-3.337384319753e+00,3.469357179096e+01,0,0
C,Au,-1.096527298861e-01,-4.161859167120e+00,-2.591429732763e+01,0,0
C,Hg,-9.593880832412e-03,-4.528597602023e-01,2.450458360947e+02,0,0
C,Tl,-1.229858908762e-01,-4.896681529741e+00,-7.120582433889e+00,0,0
C,Pb,-8.689682361138e-02,-2.943986421714e+00,1.169211460725e+02,1,0
C,Bi,9.766252444771e-02,1.678785965568e+01,2.206016079681e+02,0,0
C,Po,-1.155850977002e-01,-5.064754865415e+00,-3.514494945460e+01,0,0
C,At,-7.748280334885e-02,-1.213886760487e+01,-6.430397307587e+02,0,0
C,Rn,-9.130537666839e-02,-4.913497614549e+00,4.806965038169e+01,0,0
C,Fr,-3.895065468016e-02,-7.304942659908e+00,-8.889357164730e+01,0,0
C,Ra,-1.410744043155e-01,-5.927182635801e+00,-4.680459205217e+00,0,0
C,Ac,-1.374304549745e-01,-7.679305912848e+00,-1.017385058620e+02,0,0
C,Th,1.752272819351e-02,2.561461411438e+00,2.507219763456e+02,0,0
C,Pa,-1.326032924651e-01,-1.108578113930e+01,-5.577274634180e+02,0,0
C,U,-1.248907578601e-01,-1.046274514841e+01,-5.220305889533e+02,0,0
C,Np,-1.330107476090e-01,-1.112330622188e+01,-5.733638723241e+02,0,0
C,Pu,-1.320898345679e-01,-1.104699667578e+01,-5.610514222714e+02,0,0
C,Am,-1.439091822130e-01,-1.255475487251e+01,-6.776100709973e+02,0,0
C,Cm,-1.294831950050e-01,-1.088060324359e+01,-5.456435723915e+02,0,0
C,Bk,-1.271158550160e-01,-1.063677903073e+01,-5.328116867384e+02,0,0
C,Cf,-1.391451545417e-01,-1.193292627562e+01,-6.384547804418e+02,0,0
C,Es,-1.395839024840e-01,-1.278755376076e+01,-7.120821788183e+02,0,0
C,Fm,-9.640363446166e-02,-1.252912290626e+01,-5.136990303013e+02,0,0
C,Md,-9.590280608953e-02,-1.246713753177e+01,-5.115148187679e+02,0,0
C,No,-9.565522848327e-02,-1.243667614774e+01,-5.104414348144e+02,0,0
C,Lr,-1.045443825761e-01,-1.362670678734e+01,-5.523751759521e+02,0,0
C,Rf,-9.906383249458e-02,-1.286738594988e+01,-5.256185846688e+02,0,0
C,Db,-9.452366051245e-02,-1.229889151531e+01,-5.055862446060e+02,0,0
C,Sg,-8.843200162113e-02,-1.159048723547e+01,-4.806238270823e+02,0,0
C,Bh,-8.921613418527e-02,-1.167903777045e+01,-4.837441292728e+02,0,0
C,Hs,-8.999428396230e-02,-1.176758830543e+01,-4.868644314632e+02,0,0
N,O,8.786009576686e-01,1.726400094023e+01,5.420148544009e+02,0,1
N,F,5.079032824515e-01,1.667547942853e+01,6.261761866912e+02,0,1
N,Ne,8.525689696021e-01,3.058873268208e+01,9.453605630150e+02,0,1
N,Na,6.043036633317e-01,2.732059775020e+01,3.183612884114e+02,0,0
N,Mg,4.235089529553e-01,1.018957858279e+01,2.335487056503e+02,0,0
N,Al,-1.102553349876e-01,-8.547647784981e-01,4.776963928638e+01,0,0
N,Si,3.911750435394e-01,3.438279264640e+00,1.962373126255e+02,0,0
N,P,8.161596389165e-01,6.327848400964e+00,2.713255242480e+02,1,0
N,S,7.041287913888e-01,7.549487108626e+00,3.055610164795e+02,0,0
N,Cl,8.652882443289e-01,1.163079933466e+01,4.304610649853e+02,0,0
N,Ar,7.297791436360e-01,2.048177130801e+01,6.390003408982e+02,0,0
N,K,-3.339876719845e-02,-1.962201774155e+00,1.727563339260e+01,0,0
N,Ca,2.949852283600e-01,4.005350475122e+00,1.597170916367e+02,0,0
N,Sc,-2.368075118415e-01,-2.234607802501e+00,3.268398185937e+01,0,0
N,Ti,-3.053275930137e-01,-4.009516796960e+00,-5.245087191470e+00,0,0
N,V,-3.674239320093e-01,-4.748148489677e+00,-2.387471191918e+01,0,0
N,Cr,-3.818462979047e-02,-5.493848604244e-01,7.884976544492e+01,0,0
N,Mn,1.664637889345e-01,2.088294564765e+00,1.247572304621e+02,0,0
N,Fe,-2.619845630334e-02,-6.584808970972e-01,1.177264933637e+02,0,0
N,Co,-5.910631266901e-01,-1.249022591216e+01,-4.979425041605e+02,0,0
N,Ni,-2.552240601928e-01,-2.182888809052e+00,2.906899465672e+01,0,0
N,Cu,4.928535644694e-01,3.676624888749e+00,1.792592480143e+02,0,0
N,Zn,8.192310549995e-01,9.349799043502e+00,2.947932867050e+02,0,0
N,Ga,5.374176630745e-02,3.781942063451e-01,6.656138933441e+01,0,0
N,Ge,3.249570882257e-01,3.365761713300e+00,2.004595775507e+02,0,0
N,As,3.155784601527e-01,2.258028491233e+00,1.442786587474e+02,1,0
N,Se,4.175321644188e-01,3.437972005930e+00,2.076002582733e+02,0,0
N,Br,5.459287796990e-01,7.234175738820e+00,3.238011539021e+02,0,0
N,Kr,6.511570293043e-01,1.850205302417e+01,5.600481356702e+02,0,0
N,Rb,-5.261773886481e-01,-4.754765317510e+00,-6.099714209007e+01,0,0
N,Sr,-6.663661389453e-02,-5.504527442460e-01,5.474404472315e+01,0,0
N,Y,-2.038677250343e-01,-1.236282485616e+01,-1.302155494040e+02,0,0
